n_estimators,learning_rate,max_depth,min_samples_leaf,subsample,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f2_mean,f2_std,pr_auc_mean,pr_auc_std,alert_rate_mean,alert_rate_std
100,0.05,3,5,0.85,0.6717575757575758,0.19802722169590403,0.8601709401709401,0.13627009057354517,0.7186269728374992,0.07058503986129633,0.7877562949909935,0.07319242180629827,0.9008138877872467,0.030465238067336968,0.10400000000000001,0.047441191665752516
100,0.05,3,5,1.0,0.5646324786324786,0.10910944400991522,0.8601709401709401,0.13627009057354517,0.6615139246718194,0.03847424505069748,0.760972207064644,0.06921495173587279,0.8555189771786107,0.026412136634202346,0.11733333333333333,0.04836895239257881
100,0.1,2,1,0.7,0.7901587301587302,0.1779149130942523,0.9155555555555555,0.07620634755325442,0.8350877192982455,0.12727477522177436,0.8766371194942625,0.08910906413503317,0.9519433589158727,0.03749068324293222,0.08666666666666666,0.023475755815545347
100,0.1,2,1,0.85,0.6484582668793195,0.2271192171776243,0.8355555555555554,0.22337478885562775,0.6699586106844171,0.13763226248245936,0.7475868650892934,0.17523451343350305,0.9502359900635764,0.03679239469603689,0.10533333333333335,0.04139779919002673
100,0.1,2,1,1.0,0.5690031075543822,0.17037913639000507,0.9355555555555555,0.05277485372016853,0.6917349317349316,0.1095757507266306,0.8134467318555929,0.052361039992436284,0.9453719156562294,0.039382313883959706,0.12799999999999997,0.04814792022738077
100,0.1,2,3,0.7,0.7284610814022578,0.1767618347621843,0.9155555555555555,0.07620634755325442,0.79514687100894,0.10583642677805027,0.8580487624890955,0.07169679660532982,0.9574902421992724,0.028497708731517607,0.09466666666666666,0.02646591098837227
100,0.1,2,3,0.85,0.6482142857142856,0.15633428451989573,0.9355555555555555,0.05277485372016853,0.7594664206358359,0.12570154809808268,0.8535629907535298,0.08972519167762369,0.9493419458361986,0.04159772815029246,0.10400000000000001,0.00904310664416702
100,0.1,2,3,1.0,0.42090476190476184,0.0529510962502601,0.9355555555555555,0.05277485372016853,0.5797359524572079,0.057958531543136134,0.7505589257233993,0.05696024551691272,0.9482038374397641,0.0402552648334587,0.15733333333333333,0.019136933459209766
100,0.1,2,5,0.7,0.6412698412698413,0.2196793283552787,0.9355555555555555,0.05277485372016853,0.7405372405372405,0.15399585285721712,0.8380680366887262,0.08822541510765733,0.9537038536012895,0.03133116989329843,0.11466666666666667,0.03941798799758529
100,0.1,2,5,0.85,0.7868376068376068,0.17615100542213208,0.9355555555555555,0.05277485372016853,0.8446538568643831,0.1318722589581537,0.8928123538480875,0.08711194017094012,0.9545626102292768,0.03728679023223437,0.088,0.02039607805437114
100,0.1,2,5,1.0,0.5078300653594772,0.13095730165795805,0.9355555555555555,0.05277485372016853,0.6519264091677884,0.11169733284564046,0.7937946497505758,0.0822419476498781,0.9528512263616629,0.03645710673042169,0.1333333333333333,0.018378731669453627
100,0.1,3,1,0.7,0.6367777777777778,0.20431288037326414,0.8955555555555555,0.10967966826002727,0.7138535995160314,0.11323862753195643,0.8019660894660895,0.06827452907169047,0.9100211080461593,0.020519948156163207,0.11466666666666667,0.04869861964733246
100,0.1,3,1,0.85,0.6353002070393374,0.13661913909509385,0.831111111111111,0.16783295634221518,0.6908628817380611,0.04266442091102114,0.7591736589751272,0.08819309424056819,0.8704749579120519,0.04159909512810856,0.10533333333333332,0.054877641672684475
100,0.1,3,1,1.0,0.6325252525252525,0.13194007290617155,0.8133333333333332,0.22248872908060136,0.6784126984126985,0.12007220469843914,0.7422466727739623,0.15930961459695525,0.8591576672423151,0.05110787714133551,0.10400000000000001,0.0600148129862768
100,0.1,3,3,0.7,0.5878888888888889,0.17465747784707428,0.8966666666666665,0.07111111111111111,0.6891843512524627,0.11200465824608533,0.7915584415584416,0.06455008533970252,0.9089495082065933,0.028988099517336295,0.12,0.041526430673059826
100,0.1,3,3,0.85,0.6083333333333333,0.21390177244232514,0.8511111111111112,0.14326010187809954,0.6655555555555555,0.09111111111111111,0.7502804977560179,0.052918534209486286,0.8990763937020905,0.032978680499744915,0.12000000000000002,0.05917957605645905
100,0.1,3,3,1.0,0.6482857142857142,0.20883427664547985,0.7911111111111111,0.23034059590844333,0.6457204392054304,0.06104536679645793,0.70995004995005,0.13831652232413869,0.882762460573535,0.037160779991038353,0.10800000000000001,0.06591577116964414
100,0.1,3,5,0.7,0.5875144927536231,0.15543866651304086,0.9355555555555555,0.05277485372016853,0.7087427971638498,0.09730954907914154,0.8244854649784228,0.04981774997421702,0.9014631862900696,0.017429272549840405,0.12133333333333333,0.03757067414294765
100,0.1,3,5,0.85,0.654708576447707,0.13614590879920724,0.837948717948718,0.1388109972248029,0.7101481752121138,0.034629826301856285,0.7743913766928449,0.07142914521339029,0.9053948959537195,0.0250220391660066,0.09999999999999999,0.04361447262345633
100,0.1,3,5,1.0,0.6026984126984127,0.2038824475185337,0.8555555555555555,0.18459164139817943,0.6557032928188813,0.028023569132851187,0.7504738562091502,0.09786848423654104,0.8799150265563895,0.02036813485775102,0.11866666666666667,0.05771962885843563
200,0.03,2,1,0.7,0.6087081339712919,0.21574191860809377,0.9155555555555555,0.07620634755325442,0.7058184578985468,0.12756762984192507,0.8097585082659708,0.07554979878852859,0.9532955138731001,0.036006265255780094,0.11733333333333333,0.03282275633357645
200,0.03,2,1,0.85,0.6508771929824562,0.28525689986877695,0.9155555555555555,0.07620634755325442,0.7233385522078384,0.18469613776375937,0.8135149403442087,0.10284704913823896,0.9456521710924812,0.03249674681714921,0.11866666666666667,0.05031456603763522
200,0.03,2,1,1.0,0.5642565359477124,0.2200436420786578,0.9355555555555555,0.05277485372016853,0.6799580146948567,0.13706073621198286,0.8041935851908898,0.06524133934477756,0.9382051000915098,0.022581888610977947,0.13333333333333336,0.05112077203381551
200,0.03,2,3,0.7,0.6143358395989975,0.2155711580374609,0.9155555555555555,0.07620634755325442,0.7101882057977065,0.1291262111341697,0.8121650243711173,0.07785375405952864,0.9536541748849441,0.031851292354178634,0.11600000000000002,0.031721006008987515
200,0.03,2,3,0.85,0.5395799844438682,0.2307280816887101,0.9155555555555555,0.07620634755325442,0.6462178434592227,0.12352007289007558,0.773366918980954,0.04542598599445886,0.9467205922898522,0.03138414617840424,0.13866666666666666,0.0504909232766973
200,0.03,2,3,1.0,0.5283530961791831,0.24099222462734232,0.9355555555555555,0.05277485372016853,0.6461953233909361,0.15998725799216235,0.7817316757211359,0.08595134370581682,0.9426729732422332,0.026401266030589555,0.14533333333333331,0.0515363949069005
200,0.03,2,5,0.7,0.645079365079365,0.22226949610544178,0.8955555555555555,0.10967966826002727,0.7188953965424553,0.13054119914592102,0.8054907511094521,0.09543882709916154,0.9529163750503701,0.032440649998952624,0.10933333333333335,0.03335998934185814
200,0.03,2,5,0.85,0.604898610161768,0.21952854607666067,0.9155555555555555,0.07620634755325442,0.7021402969790067,0.1321407698847778,0.8072522426018105,0.07881280313586687,0.9478693692501743,0.03364009180374952,0.1186666666666667,0.03357247549870446
200,0.03,2,5,1.0,0.6188888888888889,0.22579352526009844,0.9355555555555555,0.05277485372016853,0.7230989350771565,0.15352550460818276,0.8288454270597126,0.09025131046651437,0.9424194359298724,0.025644088864702683,0.11866666666666666,0.036854066562894014
200,0.03,3,1,0.7,0.6936589336589336,0.18506197496099872,0.7888888888888889,0.180534186769688,0.693372859025033,0.031298635820330004,0.7368644137416351,0.1027465418475801,0.8907564514948417,0.02737886538421131,0.092,0.04869861964733246
200,0.03,3,1,0.85,0.7223923444976077,0.19859777205941348,0.7355555555555555,0.23876224033001406,0.6712781954887218,0.1125392654791371,0.6950432646084821,0.17167702458524725,0.8736373021771573,0.0415790590749702,0.08266666666666667,0.04591780095392684
200,0.03,3,1,1.0,0.7620490620490621,0.13390120383479323,0.7333333333333333,0.20306296536107848,0.7151073762838469,0.07790688533255352,0.7189380870231934,0.14697758609875655,0.8731063590358346,0.04095935509103601,0.07333333333333333,0.03841296077570116
200,0.03,3,3,0.7,0.543825910931174,0.1519167644609437,0.8388888888888889,0.17427096823731245,0.6236157285104653,0.04742124377122737,0.7276976317022084,0.10215340244717928,0.9017685701782036,0.023027335442838845,0.12133333333333333,0.04702717890279573
200,0.03,3,3,0.85,0.6345848595848597,0.1911401365493903,0.8555555555555555,0.18459164139817943,0.6815357771879511,0.03830469070735285,0.7654290488125073,0.10686243990480873,0.8933476818156189,0.034616618440217954,0.11066666666666666,0.053099487337973005
200,0.03,3,3,1.0,0.5986291486291486,0.12141071479473545,0.8757264957264956,0.11149388374676612,0.6940012928248223,0.06374064817593235,0.7861323777580222,0.05775107299406143,0.8747929489480057,0.022493922397937707,0.11333333333333333,0.045607017003965515
200,0.03,3,5,0.7,0.6309178743961352,0.19994631592978043,0.8588888888888888,0.13570119680686246,0.691058201058201,0.06791853921825562,0.7735125082216324,0.07490602227055285,0.9097240743690019,0.02514839981770138,0.10933333333333332,0.04393935214209088
200,0.03,3,5,0.85,0.6573913043478261,0.1787482438447683,0.8555555555555555,0.18459164139817943,0.7006349206349206,0.03674320329201342,0.7769879407161926,0.11396338868987765,0.8965674929973668,0.023366178913231988,0.10400000000000001,0.04572380853195265
200,0.03,3,5,1.0,0.5265633649340743,0.02915544790263856,0.9401709401709402,0.050420106679496174,0.6738534492152419,0.02325657604527629,0.8112125108729661,0.029437399963452432,0.8598932237896995,0.023897936841928348,0.128,0.028720878971384017
200,0.05,2,1,0.7,0.646060606060606,0.2137614315001186,0.9155555555555555,0.07620634755325442,0.7358796633159962,0.1557863514704345,0.8251925213178062,0.10356879426226018,0.9569178743961352,0.035336206403938884,0.10933333333333332,0.0287827108598972
200,0.05,2,1,0.85,0.6638262322472849,0.19219613625637963,0.9155555555555555,0.07620634755325442,0.7525734742840007,0.13554801419950882,0.8362085810648152,0.09188095418857313,0.9527177911694041,0.036420914997117484,0.10400000000000001,0.0248014336503177
200,0.05,2,1,1.0,0.5808034250489494,0.18611837504532666,0.9355555555555555,0.05277485372016853,0.7051090086384204,0.14580836889493415,0.8224501961859436,0.09970926636307047,0.952975172975173,0.036389504212469184,0.12,0.023851391759997755
200,0.05,2,3,0.7,0.6895453566041801,0.19293398627629046,0.9355555555555555,0.05277485372016853,0.7845925925925925,0.1444322122076043,0.8653112354832906,0.09711381426033751,0.957880896880897,0.0322661805702955,0.09866666666666667,0.008844332774281063
200,0.05,2,3,0.85,0.6844351073762838,0.21629653159487192,0.9155555555555555,0.07620634755325442,0.7615643615643617,0.13631600692482487,0.8398621536935597,0.08652051173707717,0.9491441580124376,0.03789287303005743,0.10266666666666666,0.0278408173570948
200,0.05,2,3,1.0,0.577922077922078,0.213095386499347,0.9355555555555555,0.05277485372016853,0.6939856828549692,0.16317551342902004,0.8117635807480473,0.10127204322283488,0.9508872589565189,0.03470735831548845,0.128,0.04369591895513051
200,0.05,2,5,0.7,0.6778793574846207,0.17306644379234276,0.9355555555555555,0.05277485372016853,0.7767684167684167,0.1348823429646486,0.8608512940959748,0.09216326643292748,0.9572478632478632,0.03490732227437813,0.10133333333333334,0.017587874611030563
200,0.05,2,5,0.85,0.6175438596491227,0.22914917310405963,0.9355555555555555,0.05277485372016853,0.7267317867317867,0.18050683507030096,0.8314959205071025,0.1207231964601758,0.9533405017921147,0.0381035945445553,0.11466666666666667,0.01857118436957883
200,0.05,2,5,1.0,0.5484848484848486,0.18906759763066014,0.9355555555555555,0.05277485372016853,0.6789039408866996,0.15677843726304594,0.8067236086013168,0.11029426150238686,0.953950127460564,0.037755778468048756,0.12666666666666665,0.01577621275493231
200,0.05,3,1,0.7,0.5528117715617716,0.16728988255474173,0.8555555555555555,0.18459164139817943,0.6304123780499491,0.07866132781614527,0.7360824689695968,0.1111484885401374,0.8987881932881934,0.029213899969649244,0.12666666666666665,0.059029182989809754
200,0.05,3,1,0.85,0.5694871051869024,0.14970050810604116,0.8755555555555556,0.14646450714030296,0.6605266855906242,0.03764825446705279,0.7657634645216607,0.06849034358557467,0.8755305540787998,0.03682830199622467,0.12133333333333333,0.051190276854539904
200,0.05,3,1,1.0,0.6192665571975917,0.12542911007862606,0.8333333333333333,0.18592445034090566,0.6823473963639892,0.08286060877348038,0.7558648819039375,0.11935646248465322,0.8789542781732272,0.04678945676281207,0.10666666666666666,0.053995884616844236
200,0.05,3,3,0.7,0.7004682274247492,0.1772579794277007,0.8755555555555556,0.14646450714030296,0.745462899673426,0.052538062449302356,0.8099605500497808,0.08116421835129697,0.919762147858639,0.024372941223738346,0.1,0.04599516882842757
200,0.05,3,3,0.85,0.5266475095785441,0.16113027161566837,0.8555555555555555,0.18459164139817943,0.6114770573769732,0.05121292355336206,0.7265977306023073,0.10315844909943352,0.89904176902003,0.029226479861177514,0.12933333333333333,0.05122499389946279
200,0.05,3,3,1.0,0.6815151515151514,0.19687736763775213,0.7911111111111111,0.23034059590844333,0.6707002801120447,0.0830329969093253,0.7234612234612234,0.14981047388228141,0.8744534070495493,0.043453096614636665,0.10133333333333332,0.06344201201797503
200,0.05,3,5,0.7,0.6368181818181818,0.18313387597308592,0.8801709401709402,0.098806376201562,0.7138334306815282,0.10942888651402213,0.7957726493895909,0.07255305138239707,0.9108155147509441,0.023909258864459864,0.10933333333333332,0.040792156108742275
200,0.05,3,5,0.85,0.64,0.1671855867237462,0.8601709401709401,0.13627009057354517,0.7065733668488019,0.09249496973994473,0.7827263659255852,0.09182772343142474,0.8990679505679505,0.02597843764810027,0.10533333333333335,0.040309910554215934
200,0.05,3,5,1.0,0.6684641284641284,0.18100930793866032,0.8333333333333333,0.18592445034090566,0.6973327704287456,0.03379729276856647,0.7625358637309263,0.10799766581817996,0.869971279945393,0.036478602592026343,0.10266666666666666,0.05343323975870368
200,0.1,2,1,0.7,0.8147741147741149,0.12169137933776907,0.9155555555555555,0.07620634755325442,0.8577755499860762,0.08960156687621189,0.8902896479008892,0.0769519401917253,0.9540275425058035,0.037969396567271385,0.07999999999999999,0.011155467020454344
200,0.1,2,1,0.85,0.627948717948718,0.22094531231102338,0.9355555555555555,0.05277485372016853,0.7360591133004926,0.17258582269201012,0.8374544589249753,0.11527500885101843,0.9518959435626101,0.039366861167186976,0.11199999999999999,0.018571184369578823
200,0.1,2,1,1.0,0.682263630089717,0.27361122085819195,0.8555555555555555,0.18459164139817943,0.7047930283224401,0.17130058253588398,0.7729346713790642,0.15663237212428938,0.9477477067419595,0.04057091371699973,0.10533333333333332,0.0436959189551305
200,0.1,2,3,0.7,0.7205461205461207,0.2028289857078957,0.9355555555555555,0.05277485372016853,0.8012592592592593,0.15859389000801322,0.8709213182622028,0.10592637994680183,0.9583425724602195,0.03205628646380606,0.09733333333333334,0.022548712700383684
200,0.1,2,3,0.85,0.5817142857142856,0.1745952180015271,0.9355555555555555,0.05277485372016853,0.7067325787325787,0.1291748563139431,0.8240375455282066,0.08350860479834737,0.9521486908153575,0.039263749765818236,0.11866666666666667,0.025086516962969034
200,0.1,2,3,1.0,0.6588137009189641,0.25174734084933653,0.8355555555555554,0.22337478885562775,0.673015873015873,0.14914254330114596,0.7481481481481482,0.1731916624673772,0.9477988215488216,0.043403442959906315,0.10533333333333335,0.044701478971307225
200,0.1,2,5,0.7,0.6671031746031746,0.173809541929404,0.9355555555555555,0.05277485372016853,0.7679937022042285,0.1267463851743808,0.8562157625456859,0.08187019464851351,0.9565770618124076,0.03187657329945983,0.10400000000000001,0.022939534045447005
200,0.1,2,5,0.85,0.5832951945080092,0.21104850172775821,0.9355555555555555,0.05277485372016853,0.7035665024630541,0.15268347977114405,0.8208571566890974,0.09745013584211193,0.9503385771501713,0.04060495084294262,0.12,0.022310934040908677
200,0.1,2,5,1.0,0.7687208216619981,0.25556625014679024,0.8388888888888889,0.17427096823731245,0.7588257153474544,0.16580580460090422,0.793613030421473,0.15281232264249814,0.9516591502367364,0.03755797288303924,0.08666666666666666,0.03126943839882286
200,0.1,3,1,0.7,0.4714975845410628,0.07271133234596325,0.9355555555555555,0.05277485372016853,0.6248677248677248,0.07507636342721359,0.7789137822802347,0.0668116524642912,0.9135116350273507,0.038920417782249965,0.14133333333333334,0.01758787461103056
200,0.1,3,1,0.85,0.5243920145190563,0.0898810940730504,0.9133333333333333,0.082671445501059,0.6566492092299715,0.04362434024241237,0.7857229335981486,0.0281651421510076,0.8770535344859166,0.05011586197560663,0.13066666666666668,0.043532873912838686
200,0.1,3,1,1.0,0.6776893604479811,0.130328543753864,0.8399999999999999,0.101494997748171,0.7321880458722565,0.06248753729448866,0.7861062579251494,0.03882069182567805,0.8520376534460311,0.06264132107230856,0.09733333333333334,0.04945929864264375
200,0.1,3,3,0.7,0.6398395989974938,0.18028025376118403,0.8933333333333333,0.09469900334516672,0.7223240897943783,0.10703572439775158,0.8071073853140961,0.06516789700947254,0.9217762842570533,0.041738052052826324,0.11066666666666666,0.043328204824725124
200,0.1,3,3,0.85,0.6779424681598595,0.15392238589410043,0.8733333333333333,0.11958776930732189,0.7386324786324787,0.06676827671844986,0.804934988179669,0.049882615983770584,0.898240183769057,0.04233514557326714,0.10400000000000001,0.05225578117937446
200,0.1,3,3,1.0,0.5820794148380355,0.11075570253869023,0.831111111111111,0.16783295634221518,0.6649859943977592,0.06622976675016985,0.7485890652557319,0.10238856655776966,0.8822512362552931,0.06696144738872033,0.11066666666666666,0.05157087894883657
200,0.1,3,5,0.7,0.552184265010352,0.1458623077872063,0.9155555555555555,0.07620634755325442,0.6739950859950861,0.10096517072018144,0.794405049242345,0.06866707598108582,0.9150824267465515,0.022114090398926933,0.12533333333333335,0.034615346628659116
200,0.1,3,5,0.85,0.5975775335775336,0.1590817081181504,0.9133333333333333,0.082671445501059,0.703263535182041,0.09525372503965665,0.8080029136337048,0.04681923309678343,0.9073575086905592,0.03314697611389568,0.12133333333333333,0.048698619647332464
200,0.1,3,5,1.0,0.5756410256410257,0.12722187052252648,0.8533333333333333,0.1511111111111111,0.661281109751122,0.04439964376501203,0.7547354056695333,0.06682551282996237,0.8760013243458606,0.04037064017027035,0.11866666666666667,0.05817979794472382
300,0.03,2,1,0.7,0.6633771929824561,0.19351970891916764,0.9155555555555555,0.07620634755325442,0.7519642016919693,0.1400613692302404,0.8355444703133779,0.09587072829317643,0.9534453941120609,0.03863558262291393,0.10400000000000001,0.0233238075793812
300,0.03,2,1,0.85,0.6109096270086982,0.15821925782462834,0.9155555555555555,0.07620634755325442,0.717796380375028,0.09695153259009624,0.8195435198897745,0.06514244310702545,0.9527672876705134,0.03639814270165214,0.11200000000000002,0.027455013709298672
300,0.03,2,1,1.0,0.571012987012987,0.1782598443374768,0.9355555555555555,0.05277485372016853,0.6935224571693162,0.12505346784864155,0.8145214006383421,0.0759702957720691,0.9528250228250229,0.03649456099810263,0.12533333333333335,0.03512517299285197
300,0.03,2,3,0.7,0.6953571428571428,0.2166183881324425,0.9155555555555555,0.07620634755325442,0.7685166940339354,0.144514132347312,0.8425567595459237,0.09503635098157881,0.9572478632478634,0.0349073222743782,0.10133333333333334,0.027776888874666214
300,0.03,2,3,0.85,0.5827086948139579,0.22811430096914254,0.9155555555555555,0.07620634755325442,0.6826217057796006,0.13481950795085937,0.7951898070319123,0.07296166588005494,0.950981096491533,0.03602187488328615,0.12533333333333335,0.03941798799758529
